,Unnamed: 0,movieId,title,genres,rating_size,rating_mean
2275,2275,2357,Central Station (Central do Brasil) (1998),Drama,2390.0,4.10230125523013
5687,5687,5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,4495.0,4.10189098998888
954,954,969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,10526.0,4.1015580467414
7567,7567,7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,601.0,4.09983361064892
2643,2643,2726,"Killing, The (1956)",Crime|Film-Noir,2100.0,4.09642857142857
2917,2917,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,9564.0,4.096298619824339
669,669,678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,2677.0,4.093388121031009
6991,6991,7099,NausicaÃ¤ of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,3334.0,4.092081583683259
9474,9474,27773,Old Boy (2003),Mystery|Thriller,6207.0,4.09102626067343
1272,1272,1299,"Killing Fields, The (1984)",Drama|War,7150.0,4.09006993006993
3383,3383,3469,Inherit the Wind (1960),Drama,1938.0,4.09004127966976
5595,5595,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,3198.0,4.089743589743589
303,303,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,7252.0,4.08956150027579
1069,1069,1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,27635.0,4.08936131717026
3643,3643,3730,"Conversation, The (1974)",Drama|Mystery,3856.0,4.089211618257259
3542,3542,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,2032.0,4.0880905511811
2854,2854,2937,"Palm Beach Story, The (1942)",Comedy,879.0,4.08759954493743
2127,2127,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,2196.0,4.08652094717669
17021,17021,86377,Louis C.K.: Shameless (2007),Comedy,891.0,4.083613916947249
7288,7288,7396,Scenes From a Marriage (Scener ur ett Ã¤ktenskap) (1973),Drama,497.0,4.0835010060362205
1204,1204,1228,Raging Bull (1980),Drama,9711.0,4.08341056533828
1566,1566,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,26836.0,4.08337680727381
4207,4207,4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,758.0,4.08311345646438
1333,1333,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,1591.0,4.08296668761785
7425,7425,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller,712.0,4.08286516853933
895,895,910,Some Like It Hot (1959),Comedy|Crime,10922.0,4.08267716535433
1111,1111,1132,Manon of the Spring (Manon des sources) (1986),Drama,3060.0,4.082516339869279
3731,3731,3819,Tampopo (1985),Comedy,1746.0,4.08247422680412
901,901,916,Roman Holiday (1953),Comedy|Drama|Romance,5961.0,4.08186545881564
2248,2248,2330,Hands on a Hard Body (1996),Comedy|Documentary,823.0,4.08140947752126
1205,1205,1230,Annie Hall (1977),Comedy|Romance,15383.0,4.08125853214588
17018,17018,86347,Louis C.K.: Chewed Up (2008),Comedy,696.0,4.08117816091954
322,322,326,To Live (Huozhe) (1994),Drama,1333.0,4.08102025506377
884,884,899,Singin' in the Rain (1952),Comedy|Musical|Romance,10219.0,4.08087875525981
1195,1195,1219,Psycho (1960),Crime|Horror,19649.0,4.07689958776528
4341,4341,4432,Sweet Smell of Success (1957),Drama|Film-Noir,789.0,4.0766793409379
8647,8647,26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War,579.0,4.07599309153713
3384,3384,3470,Dersu Uzala (1975),Adventure|Drama,969.0,4.07585139318886
1257,1257,1283,High Noon (1952),Drama|Western,4941.0,4.07528840315726
788,788,800,Lone Star (1996),Drama|Mystery|Western,7196.0,4.07490272373541
23512,23512,112552,Whiplash (2014),Drama,602.0,4.0747508305647795
1221,1221,1247,"Graduate, The (1967)",Comedy|Drama|Romance,17039.0,4.0738893127531
1201,1201,1225,Amadeus (1984),Drama,20545.0,4.0738865904112895
1869,1869,1950,In the Heat of the Night (1967),Drama|Mystery,3449.0,4.07378950420412
17017,17017,86345,Louis C.K.: Hilarious (2010),Comedy,919.0,4.07181719260065
1218,1218,1244,Manhattan (1979),Comedy|Drama|Romance,8066.0,4.0710389288370905
2993,2993,3077,42 Up (1998),Documentary,1120.0,4.07008928571429
896,896,911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,4062.0,4.06991629739045
8633,8633,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War,1238.0,4.06946688206785
8599,8599,26082,Harakiri (Seppuku) (1962),Drama,384.0,4.06901041666667
13514,13514,66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,3108.0,4.06837194337194
932,932,947,My Man Godfrey (1936),Comedy|Romance,1739.0,4.0681426106958
3006,3006,3090,Matewan (1987),Drama,1128.0,4.06781914893617
6544,6544,6650,Kind Hearts and Coronets (1949),Comedy|Drama,871.0,4.06773823191734
1199,1199,1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,7781.0,4.06676519727542
1194,1194,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,2839.0,4.06674885523072
1255,1255,1281,"Great Dictator, The (1940)",Comedy|Drama|War,3811.0,4.06664917344529
6905,6905,7013,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,1425.0,4.0663157894736806
9744,9744,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,5607.0,4.06607811663992
7392,7392,7587,"SamouraÃ¯, Le (Godson, The) (1967)",Crime|Drama|Thriller,645.0,4.06511627906977
1947,1947,2028,Saving Private Ryan (1998),Action|Drama|War,37110.0,4.0644165992993795
938,938,953,It's a Wonderful Life (1946),Drama|Fantasy|Romance,14084.0,4.06429281454132
7467,7467,7766,Throne of Blood (Kumonosu jÃ´) (1957),Action|Drama|Thriller|War,1061.0,4.06409048067861
18552,18552,92535,Louis C.K.: Live at the Beacon Theater (2011),Comedy,826.0,4.062348668280871
6255,6255,6350,Laputa: Castle in the Sky (TenkÃ» no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,3537.0,4.06191687871077
940,940,955,Bringing Up Baby (1938),Comedy|Romance,4427.0,4.06110232663203
3714,3714,3801,Anatomy of a Murder (1959),Drama|Mystery,1702.0,4.06051703877791
7713,7713,8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,2606.0,4.058135072908669
1024,1024,1041,Secrets & Lies (1996),Drama,5625.0,4.05804444444445
930,930,945,Top Hat (1935),Comedy|Musical|Romance,2120.0,4.05801886792453
6677,6677,6783,"Rules of the Game, The (La rÃ¨gle du jeu) (1939)",Comedy|Drama,750.0,4.058
27,27,28,Persuasion (1995),Drama|Romance,3154.0,4.05754597336715
2679,2679,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,39028.0,4.0549989750948
19487,19487,96829,"Hunt, The (Jagten) (2012)",Drama,628.0,4.05493630573248
3893,3893,3983,You Can Count on Me (2000),Drama|Romance,2903.0,4.05477092662763
3007,3007,3091,Kagemusha (1980),Drama|War,1333.0,4.05476369092273
2853,2853,2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,1422.0,4.05450070323488
2842,2842,2925,"Conformist, The (Conformista, Il) (1970)",Drama,805.0,4.05403726708075
5900,5900,5995,"Pianist, The (2002)",Drama|War,10515.0,4.05392296718973
1277,1277,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,15558.0,4.0536379997429
1243,1243,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,6894.0,4.05359733101247
46,46,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,43249.0,4.0534925663021095
2951,2951,3035,Mister Roberts (1955),Comedy|Drama|War,2522.0,4.052339413164161
6537,6537,6643,Tokyo Story (TÃ´kyÃ´ monogatari) (1953),Drama,621.0,4.05233494363929
2051,2051,2132,Who's Afraid of Virginia Woolf? (1966),Drama,3083.0,4.05157314304249
3590,3590,3677,Baraka (1992),Documentary,1440.0,4.05104166666667
290,290,293,LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994),Action|Crime|Drama|Thriller,25804.0,4.050573554487681
1225,1225,1251,8 1/2 (8Â½) (1963),Drama|Fantasy,3096.0,4.05022609819122
4336,4336,4427,"Lion in Winter, The (1968)",Drama,1633.0,4.05021432945499
5405,5405,5498,Red Beard (Akahige) (1965),Drama,446.0,4.04932735426009
2954,2954,3038,"Face in the Crowd, A (1957)",Drama,608.0,4.04851973684211
7148,7148,7256,Touching the Void (2003),Adventure|Documentary,2123.0,4.04828073480923
7977,7977,8656,"Short Film About Killing, A (KrÃ³tki film o zabijaniu) (1988)",Crime|Drama,486.0,4.04732510288066
7024,7024,7132,"Night at the Opera, A (1935)",Comedy|Musical|Romance,1544.0,4.04727979274611
212,212,214,Before the Rain (Pred dozhdot) (1994),Drama|War,942.0,4.04723991507431
14145,14145,71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,1191.0,4.04659949622166
894,894,909,"Apartment, The (1960)",Comedy|Drama|Romance,5125.0,4.046146341463411
3654,3654,3741,Badlands (1973),Crime|Drama|Thriller,2140.0,4.04485981308411
1246,1246,1272,Patton (1970),Drama|War,8157.0,4.0442564668383
1066,1066,1086,Dial M for Murder (1954),Crime|Mystery|Thriller,5581.0,4.04380935316252
1211,1211,1236,Trust (1990),Comedy|Drama|Romance,942.0,4.04299363057325
243,243,246,Hoop Dreams (1994),Documentary,10432.0,4.042896855828221
108,108,110,Braveheart (1995),Action|Drama|War,53769.0,4.04253380200487
22671,22671,108979,Cowboy Bebop (1998),Action|Adventure|Animation|Crime|Sci-Fi,177.0,4.04237288135593
11397,11397,48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,11269.0,4.04219540331884
3921,3921,4011,Snatch (2000),Comedy|Crime|Thriller,17617.0,4.04214679003236
1190,1190,1214,Alien (1979),Horror|Sci-Fi,30933.0,4.04178385542948
21360,21360,104069,Louis C.K.: Oh My God (2013),Comedy,284.0,4.04049295774648
9573,9573,30749,Hotel Rwanda (2004),Drama|War,8416.0,4.04022100760456
1276,1276,1303,"Man Who Would Be King, The (1975)",Adventure|Drama,3607.0,4.04019961186582
6681,6681,6787,All the President's Men (1976),Drama|Thriller,4390.0,4.039066059225511
7661,7661,8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,461.0,4.03904555314534
12742,12742,60069,WALLÂ·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,12176.0,4.03892904073587
7501,7501,7820,"Virgin Spring, The (JungfrukÃ¤llan) (1960)",Crime|Drama,477.0,4.038784067085951
211,211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1872.0,4.03846153846154
13758,13758,68954,Up (2009),Adventure|Animation|Children|Drama,9264.0,4.03826640759931
11349,11349,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,11399.0,4.03789806123344
20063,20063,99114,Django Unchained (2012),Action|Drama|Western,4328.0,4.03789279112754
12506,12506,58425,Heima (2007),Documentary,214.0,4.0373831775700895
6877,6877,6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama,753.0,4.03652058432935
7126,7126,7234,"Strada, La (1954)",Drama,905.0,4.03591160220995
229,229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,6150.0,4.03560975609756
6712,6712,6818,Come and See (Idi i smotri) (1985),Drama|War,413.0,4.03510895883777
7107,7107,7215,To Have and Have Not (1944),Adventure|Drama|Romance|Thriller|War,892.0,4.03419282511211
891,891,906,Gaslight (1944),Drama|Thriller,2057.0,4.03403014098201
10159,10159,33779,Eddie Izzard: Dress to Kill (1999),Comedy,208.0,4.03365384615385
3859,3859,3949,Requiem for a Dream (2000),Drama,14515.0,4.03358594557354
3724,3724,3811,Breaker Morant (1980),Drama|War,1793.0,4.03346346904629
3596,3596,3683,Blood Simple (1984),Crime|Drama|Film-Noir,5053.0,4.03334652681575
1198,1198,1222,Full Metal Jacket (1987),Drama|War,21926.0,4.03317978655478
7468,7468,7767,"Best of Youth, The (La meglio gioventÃ¹) (2003)",Drama,425.0,4.03294117647059
939,939,954,Mr. Smith Goes to Washington (1939),Drama,5712.0,4.03265056022409
1647,1647,1704,Good Will Hunting (1997),Drama|Romance,28324.0,4.03251659370145
1262,1262,1288,This Is Spinal Tap (1984),Comedy,16054.0,4.0322349570200595
8955,8955,26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller,3252.0,4.03151906519065
6811,6811,6918,"Unvanquished, The (Aparajito) (1957)",Drama,338.0,4.0310650887573996
2721,2721,2804,"Christmas Story, A (1983)",Children|Comedy,12934.0,4.03088758311427
1247,1247,1273,Down by Law (1986),Comedy|Drama|Film-Noir,2645.0,4.03062381852552
7577,7577,7938,Winter Light (NattvardsgÃ¤sterna) (1963),Drama,318.0,4.02987421383648
1176,1176,1199,Brazil (1985),Fantasy|Sci-Fi,13957.0,4.02959088629362
918,918,933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,4699.0,4.02915513939136
352,352,356,Forrest Gump (1994),Comedy|Drama|Romance|War,66172.0,4.02900018134558
1273,1273,1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,3591.0,4.0286828181565
6790,6790,6896,Shoah (1985),Documentary|War,220.0,4.02727272727273
2760,2760,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1335.0,4.02659176029963
4054,4054,4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,2096.0,4.02647900763359
9393,9393,27611,Battlestar Galactica (2003),Drama|Sci-Fi|War,2884.0,4.02565880721221
2609,2609,2692,Run Lola Run (Lola rennt) (1998),Action|Crime,17029.0,4.02530976569382
1187,1187,1211,"Wings of Desire (Himmel Ã¼ber Berlin, Der) (1987)",Drama|Fantasy|Romance,3654.0,4.02476737821565
10456,10456,38159,"Short Film About Love, A (KrÃ³tki film o milosci) (1988)",Drama|Romance,224.0,4.024553571428569
22807,22807,109487,Interstellar (2014),Sci-Fi|IMAX,1739.0,4.0238642898217405
16918,16918,85774,Senna (2010),Documentary,719.0,4.0236439499304595
7373,7373,7566,28 Up (1985),Documentary,756.0,4.02314814814815
2890,2890,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,3946.0,4.022681196148
9693,9693,31410,"Downfall (Untergang, Der) (2004)",Drama|War,3998.0,4.02238619309655
3417,3417,3504,Network (1976),Comedy|Drama,5206.0,4.02228198232808
16169,16169,81845,"King's Speech, The (2010)",Drama,5629.0,4.02220643098241
1207,1207,1232,Stalker (1979),Drama|Mystery|Sci-Fi,1663.0,4.02194828622971
7623,7623,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,1643.0,4.0219111381619
3004,3004,3088,Harvey (1950),Comedy|Fantasy,3471.0,4.0216076058772705
3275,3275,3359,Breaking Away (1979),Comedy|Drama,3174.0,4.02110901071204
13655,13655,68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,4867.0,4.02106020135607
3547,3547,3634,Seven Days in May (1964),Thriller,895.0,4.02067039106145
1238,1238,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,2649.0,4.019818799547
13638,13638,68157,Inglourious Basterds (2009),Action|Drama|War,9447.0,4.01963586323701
1819,1819,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,712.0,4.01755617977528
4145,4145,4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,5511.0,4.016875340228631
4786,4786,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,18731.0,4.01598953606321
7420,7420,7669,Pride and Prejudice (1995),Drama|Romance,1734.0,4.01585928489043
