,movieId,title,genres,rating_size,rating_mean
46,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,43249.0,4.053492566302110
47,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,13046.0,2.9461137513414100
48,49,When Night Is Falling (1995),Drama|Romance,236.0,3.5847457627118600
49,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,47006.0,4.334372207803260
50,51,Guardian Angel (1994),Action|Drama|Thriller,27.0,2.5555555555555600
51,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,9320.0,3.541148068669530
52,53,Lamerica (1994),Adventure|Drama,150.0,3.6966666666666700
53,54,"Big Green, The (1995)",Children|Comedy,956.0,2.8546025104602500
54,55,Georgia (1995),Drama,939.0,3.241214057507990
55,56,Kids of the Round Table (1995),Adventure|Children|Fantasy,70.0,1.8714285714285700
56,57,Home for the Holidays (1995),Drama,2439.0,3.324518245182450
57,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,11549.0,3.978396397956530
58,59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,191.0,3.56020942408377
59,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,6313.0,3.114446380484710
60,61,Eye for an Eye (1996),Drama|Thriller,2281.0,3.3231039017974600
61,62,Mr. Holland's Opus (1995),Drama,19381.0,3.7318249832310000
62,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2334.0,3.06662382176521
63,64,Two if by Sea (1996),Comedy|Romance,2086.0,2.829817833173540
64,65,Bio-Dome (1996),Comedy,4864.0,2.3942228618421100
65,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2371.0,2.144242935470270
66,67,Two Bits (1995),Drama,170.0,3.35
67,68,French Twist (Gazon maudit) (1995),Comedy|Romance,1238.0,3.4369951534733400
68,69,Friday (1995),Comedy,4288.0,3.560634328358210
69,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,12712.0,3.2774543738200100
70,71,Fair Game (1995),Action,1295.0,2.3552123552123600
71,72,Kicking and Screaming (1995),Comedy|Drama,1230.0,3.502439024390240
72,73,"Misérables, Les (1995)",Drama|War,2955.0,3.8067681895093100
73,74,Bed of Roses (1996),Drama|Romance,3514.0,3.3022196926579400
74,75,Big Bully (1996),Comedy|Drama,558.0,2.4623655913978500
75,76,Screamers (1995),Action|Sci-Fi|Thriller,3380.0,3.0090236686390500
76,77,Nico Icon (1995),Documentary,221.0,3.429864253393670
77,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1226.0,3.180668841761830
78,79,"Juror, The (1996)",Drama|Thriller,5535.0,3.1285456187895200
79,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,575.0,3.7243478260869600
80,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3209.0,3.267373013399810
81,82,Antonia's Line (Antonia) (1995),Comedy|Drama,2538.0,4.004925137903860
82,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,594.0,3.653198653198650
83,84,Last Summer in the Hamptons (1995),Comedy|Drama,158.0,3.4177215189873400
84,85,Angels and Insects (1995),Drama|Romance,2714.0,3.531134856300660
85,86,White Squall (1996),Action|Adventure|Drama,4308.0,3.483402971216340
86,87,Dunston Checks In (1996),Children|Comedy,976.0,2.3596311475409800
87,88,Black Sheep (1996),Comedy,4864.0,3.1076274671052600
88,89,Nick of Time (1995),Action|Thriller,3247.0,3.139821373575610
89,90,"Journey of August King, The (1995)",Drama,214.0,3.357476635514020
90,92,Mary Reilly (1996),Drama|Horror|Thriller,2303.0,2.8541033434650500
91,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1966.0,2.528738555442520
92,94,Beautiful Girls (1996),Comedy|Drama|Romance,4030.0,3.526923076923080
93,95,Broken Arrow (1996),Action|Adventure|Thriller,22104.0,3.0946435034382900
94,96,In the Bleak Midwinter (1995),Comedy|Drama,483.0,3.6873706004140800
95,97,"Hate (Haine, La) (1995)",Crime|Drama,1963.0,3.9964340295466100
96,98,Shopping (1994),Action|Thriller,81.0,2.4876543209876500
97,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,726.0,3.105371900826450
98,100,City Hall (1996),Drama|Thriller,4115.0,3.22138517618469
99,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,4298.0,3.786295951605400
100,102,Mr. Wrong (1996),Comedy,1992.0,2.4294678714859400
101,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1133.0,3.2691968225948800
102,104,Happy Gilmore (1996),Comedy,17915.0,3.4170806586659200
103,105,"Bridges of Madison County, The (1995)",Drama|Romance,9620.0,3.326299376299380
104,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,134.0,3.4440298507462700
105,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,6376.0,3.2153387703889600
106,108,Catwalk (1996),Documentary,125.0,3.092
107,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,16.0,2.0625
108,110,Braveheart (1995),Action|Drama|War,53769.0,4.042533802004870
109,111,Taxi Driver (1976),Crime|Drama|Thriller,24481.0,4.110575548384460
110,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,11890.0,3.412573591253150
111,113,Before and After (1996),Drama|Mystery,1089.0,3.1092745638200200
112,114,Margaret's Museum (1995),Drama,247.0,3.619433198380570
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,38.0,3.4078947368421100
114,116,Anne Frank Remembered (1995),Documentary,949.0,3.9373024236037900
115,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1264.0,3.589398734177220
116,118,If Lucy Fell (1996),Comedy|Romance,1136.0,3.0110035211267600
117,119,"Steal Big, Steal Little (1995)",Comedy,264.0,2.772727272727270
118,120,Race the Sun (1996),Adventure|Comedy|Drama,147.0,2.880952380952380
119,121,"Boys of St. Vincent, The (1992)",Drama,837.0,3.7532855436081200
120,122,Boomerang (1992),Comedy|Romance,3888.0,2.8676697530864200
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,2309.0,3.9692507579038500
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,319.0,3.498432601880880
123,125,Flirting With Disaster (1996),Comedy,3518.0,3.7556850483229100
124,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1376.0,2.312136627906980
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,41.0,3.2560975609756100
126,128,Jupiter's Wife (1994),Documentary,75.0,3.5
127,129,Pie in the Sky (1996),Comedy|Romance,190.0,3.163157894736840
128,130,Angela (1995),Drama,39.0,3.1153846153846200
129,131,Frankie Starlight (1995),Drama|Romance,194.0,3.2912371134020600
130,132,Jade (1995),Thriller,2123.0,2.773198304286390
131,133,Nueba Yol (1995),Comedy|Drama,19.0,2.6052631578947400
132,134,Sonic Outlaws (1995),Documentary,36.0,3.6527777777777800
133,135,Down Periscope (1996),Comedy,6305.0,2.9980174464710500
134,136,From the Journals of Jean Seberg (1995),Documentary,102.0,3.549019607843140
135,137,Man of the Year (1995),Documentary,226.0,3.2853982300885000
136,138,"Neon Bible, The (1995)",Drama,137.0,3.2846715328467200
137,139,Target (1995),Action|Drama,41.0,3.073170731707320
138,140,Up Close and Personal (1996),Drama|Romance,5073.0,3.2938103686181700
139,141,"Birdcage, The (1996)",Comedy,22020.0,3.5122161671208000
140,142,Shadows (Cienie) (1988),Drama,41.0,3.0609756097561000
141,143,Gospa (1995),Drama,14.0,2.142857142857140
142,144,"Brothers McMullen, The (1995)",Comedy,4505.0,3.4771365149833500
143,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,11975.0,3.2507724425887300
144,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,580.0,2.9120689655172400
145,147,"Basketball Diaries, The (1995)",Drama,4118.0,3.5829286061194800
146,148,"Awfully Big Adventure, An (1995)",Drama,357.0,2.8893557422969200
147,149,Amateur (1994),Crime|Drama|Thriller,1091.0,3.6943171402383100
148,150,Apollo 13 (1995),Adventure|Drama|IMAX,47777.0,3.86859786089541
149,151,Rob Roy (1995),Action|Drama|Romance|War,12616.0,3.539037729866840
150,152,"Addiction, The (1995)",Drama|Horror,651.0,3.1044546850998500
151,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,32867.0,2.894727234003710
152,154,Beauty of the Day (Belle de jour) (1967),Drama,3010.0,3.8019933554817300
153,155,Beyond Rangoon (1995),Adventure|Drama|War,1276.0,3.4079153605015700
154,156,Blue in the Face (1995),Comedy|Drama,1663.0,3.5279615153337300
155,157,Canadian Bacon (1995),Comedy|War,2596.0,2.7846687211094000
156,158,Casper (1995),Adventure|Children,12625.0,2.932
157,159,Clockers (1995),Crime|Drama|Mystery,2366.0,3.4169484361792100
158,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,14965.0,2.6047444036084200
159,161,Crimson Tide (1995),Drama|Thriller|War,23628.0,3.744201794481120
160,162,Crumb (1994),Documentary,5995.0,4.009924937447870
161,163,Desperado (1995),Action|Romance|Western,14321.0,3.445394874659590
162,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,4435.0,3.46358511837655
163,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,33940.0,3.4890247495580400
164,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,650.0,2.787692307692310
165,167,Feast of July (1995),Drama,79.0,3.1645569620253200
166,168,First Knight (1995),Action|Drama|Romance,12084.0,3.084698775239990
167,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,3358.0,2.283650982727810
168,170,Hackers (1995),Action|Adventure|Crime|Thriller,7875.0,3.1975873015873000
169,171,Jeffrey (1995),Comedy|Drama,1427.0,3.6030133146461100
170,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,12706.0,2.7326066425310900
171,173,Judge Dredd (1995),Action|Crime|Sci-Fi,14993.0,2.5382845327819600
172,174,Jury Duty (1995),Comedy,2124.0,2.455979284369120
173,175,Kids (1995),Drama,4801.0,3.507602582795250
174,176,Living in Oblivion (1995),Comedy,2363.0,3.854633939906900
175,177,Lord of Illusions (1995),Horror,2314.0,2.8859118409680200
176,178,Love & Human Remains (1993),Comedy|Drama,500.0,3.388
177,179,Mad Love (1995),Drama|Romance,1229.0,2.7506102522375900
178,180,Mallrats (1995),Comedy|Romance,8400.0,3.5872619047619000
179,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2655.0,1.9290018832391700
180,182,Moonlight and Valentino (1995),Drama|Romance,697.0,3.091822094691540
181,183,Mute Witness (1994),Comedy|Horror|Thriller,614.0,3.3648208469055400
182,184,Nadja (1994),Drama,328.0,3.1036585365853700
183,185,"Net, The (1995)",Action|Crime|Thriller,24618.0,3.1104273295962300
184,186,Nine Months (1995),Comedy|Romance,11222.0,2.891730529317410
185,187,Party Girl (1995),Comedy,943.0,3.451219512195120
186,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,2498.0,3.342473979183350
187,189,Reckless (1995),Comedy|Fantasy,336.0,3.0014880952381000
188,190,Safe (1995),Thriller,960.0,3.566145833333330
189,191,"Scarlet Letter, The (1995)",Drama|Romance,1664.0,2.676081730769230
190,192,"Show, The (1995)",Documentary,81.0,3.0246913580246900
191,193,Showgirls (1995),Drama,7464.0,2.2340568060021400
192,194,Smoke (1995),Comedy|Drama,5937.0,3.84967155128853
193,195,Something to Talk About (1995),Comedy|Drama|Romance,3242.0,3.0894509561998800
194,196,Species (1995),Horror|Sci-Fi,13628.0,2.8502714998532400
195,197,"Stars Fell on Henrietta, The (1995)",Drama,110.0,3.0681818181818200
196,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,9143.0,3.4170950453899200
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1516.0,3.783641160949870
198,200,"Tie That Binds, The (1995)",Thriller,339.0,2.836283185840710
199,201,Three Wishes (1995),Drama|Fantasy,365.0,3.0273972602739700
200,202,Total Eclipse (1995),Drama|Romance,389.0,2.9832904884318800
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,5429.0,3.1474488856142900
202,204,Under Siege 2: Dark Territory (1995),Action,8335.0,2.949130173965210
203,205,Unstrung Heroes (1995),Comedy|Drama,1355.0,3.5158671586715900
204,206,Unzipped (1995),Documentary,1038.0,3.4783236994219700
205,207,"Walk in the Clouds, A (1995)",Drama|Romance,5414.0,3.371536756557070
206,208,Waterworld (1995),Action|Adventure|Sci-Fi,27775.0,2.8520972097209700
207,209,White Man's Burden (1995),Drama,745.0,2.835570469798660
208,210,Wild Bill (1995),Western,482.0,2.8890041493775900
209,211,"Browning Version, The (1994)",Drama,579.0,3.5958549222797900
210,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,447.0,2.5782997762863500
211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1872.0,4.038461538461540
212,214,Before the Rain (Pred dozhdot) (1994),Drama|War,942.0,4.04723991507431
213,215,Before Sunrise (1995),Drama|Romance,5348.0,3.838911742707550
214,216,Billy Madison (1995),Comedy,8547.0,3.2602082602082600
215,217,"Babysitter, The (1995)",Drama|Thriller,1014.0,2.730276134122290
216,218,Boys on the Side (1995),Comedy|Drama,4248.0,3.2934322033898300
217,219,"Cure, The (1995)",Drama,633.0,3.6248025276461300
218,220,Castle Freak (1995),Horror,275.0,2.401818181818180
219,222,Circle of Friends (1995),Drama|Romance,5968.0,3.5371983914209100
220,223,Clerks (1994),Comedy,23695.0,3.8695505380882000
221,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,8581.0,3.4445868779862500
222,225,Disclosure (1994),Drama|Thriller,12662.0,3.2883035855315100
223,226,Dream Man (1995),Thriller,43.0,2.8372093023255800
224,227,Drop Zone (1994),Action|Thriller,4640.0,3.06875
225,228,Destiny Turns on the Radio (1995),Comedy,475.0,2.6873684210526300
226,229,Death and the Maiden (1994),Drama|Thriller,2428.0,3.562808896210870
227,230,Dolores Claiborne (1995),Drama|Thriller,7284.0,3.5911587040087900
228,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,32085.0,2.9524700015583600
229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,6150.0,4.035609756097560
230,233,Exotica (1994),Drama,3478.0,3.523720529039680
231,234,Exit to Eden (1994),Comedy,3269.0,2.679718568369530
232,235,Ed Wood (1994),Comedy|Drama,16419.0,3.6636518667397500
233,236,French Kiss (1995),Action|Comedy|Romance,12215.0,3.3153499795333600
234,237,Forget Paris (1995),Comedy|Romance,6422.0,3.22454064154469
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,834.0,3.1690647482014400
236,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3178.0,3.0547514159849000
237,240,Hideaway (1995),Thriller,837.0,2.9097968936678600
238,241,Fluke (1995),Children|Drama,562.0,3.0320284697508900
239,242,Farinelli: il castrato (1994),Drama|Musical,1076.0,3.386617100371750
240,243,Gordy (1995),Children|Comedy|Fantasy,439.0,2.530751708428250
241,244,Gumby: The Movie (1995),Animation|Children,285.0,2.380701754385970
242,245,"Glass Shield, The (1994)",Crime|Drama,255.0,2.976470588235290
243,246,Hoop Dreams (1994),Documentary,10432.0,4.042896855828220
244,247,Heavenly Creatures (1994),Crime|Drama,7681.0,3.840450462179400
245,248,Houseguest (1994),Comedy,3161.0,3.0256248022777600
246,249,Immortal Beloved (1994),Drama|Romance,4950.0,3.682121212121210
247,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,892.0,2.9854260089686100
248,251,"Hunted, The (1995)",Action,388.0,3.0502577319587600
249,252,I.Q. (1994),Comedy|Romance,10074.0,3.2227020051618000
250,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,27568.0,3.4966446604759100
251,254,Jefferson in Paris (1995),Drama,629.0,2.8934817170111300
252,255,"Jerky Boys, The (1995)",Comedy,1081.0,2.287696577243290
253,256,Junior (1994),Comedy|Sci-Fi,9890.0,2.7282103134479300
254,257,Just Cause (1995),Mystery|Thriller,3811.0,3.412883757543950
255,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1710.0,2.6467836257309900
256,259,Kiss of Death (1995),Crime|Drama|Thriller,1996.0,3.0756513026052100
257,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,54502.0,4.190671901948550
258,261,Little Women (1994),Drama,10367.0,3.628918684286680
259,262,"Little Princess, A (1995)",Children|Drama,4217.0,3.776025610623670
260,263,Ladybird Ladybird (1994),Drama,395.0,3.731645569620250
261,264,"Enfer, L' (1994)",Drama,159.0,3.3459119496855300
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,11975.0,3.9272651356993700
263,266,Legends of the Fall (1994),Drama|Romance|War|Western,16171.0,3.496258734772120
264,267,Major Payne (1995),Comedy,3792.0,2.878428270042190
265,268,Little Odessa (1994),Crime|Drama,728.0,3.3070054945054900
266,269,My Crazy Life (Mi vida loca) (1993),Drama,600.0,3.4775
267,270,Love Affair (1994),Drama|Romance,1315.0,3.173764258555130
268,271,Losing Isaiah (1995),Drama,1257.0,3.3305489260143200
269,272,"Madness of King George, The (1994)",Comedy|Drama,7871.0,3.751746919070000
270,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,7424.0,3.135035021551720
271,274,Man of the House (1995),Comedy,1181.0,2.871295512277730
272,275,Mixed Nuts (1994),Comedy,1564.0,2.7247442455243000
273,276,Milk Money (1994),Comedy|Romance,5459.0,2.9862612200036600
274,277,Miracle on 34th Street (1994),Drama,9140.0,3.42335886214442
275,278,Miami Rhapsody (1995),Comedy,1157.0,3.0216076058772700
276,279,My Family (1995),Drama,936.0,3.699786324786330
277,280,Murder in the First (1995),Drama|Thriller,5104.0,3.725705329153610
278,281,Nobody's Fool (1994),Comedy|Drama|Romance,3936.0,3.6704776422764200
279,282,Nell (1994),Drama,11249.0,3.420970752955820
280,283,New Jersey Drive (1995),Crime|Drama,232.0,3.0797413793103400
281,284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,36.0,2.888888888888890
282,285,Beyond Bedlam (1993),Drama|Horror,86.0,2.3313953488372100
283,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,109.0,2.041284403669730
284,287,Nina Takes a Lover (1994),Comedy|Romance,329.0,3.24468085106383
285,288,Natural Born Killers (1994),Action|Crime|Thriller,23610.0,3.230347310461670
286,289,Only You (1994),Comedy|Romance,3192.0,3.346021303258150
287,290,Once Were Warriors (1994),Crime|Drama,4042.0,3.995299356754080
288,291,Poison Ivy II (1996),Drama|Thriller,656.0,2.276676829268290
289,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,26246.0,3.414367903680560
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,25804.0,4.050573554487680
291,294,"Perez Family, The (1995)",Comedy|Romance,851.0,3.1762632197414800
292,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,469.0,2.7974413646055400
293,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,67310.0,4.174231169217060
294,297,Panther (1995),Drama,266.0,3.1146616541353400
295,298,Pushing Hands (Tui shou) (1992),Drama,244.0,3.5040983606557400
296,299,Priest (1994),Drama,2626.0,3.728865194211730
297,300,Quiz Show (1994),Drama,20601.0,3.666690937333140
298,301,Picture Bride (Bijo photo) (1994),Drama|Romance,469.0,3.5277185501066100
299,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1564.0,3.75
300,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,6945.0,3.0401727861771100
301,304,Roommates (1995),Comedy|Drama,724.0,3.1988950276243100
302,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3429.0,2.706036745406820
303,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,7252.0,4.089561500275790
304,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,6676.0,3.9931845416417000
305,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,5170.0,3.913249516441010
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,459.0,3.636165577342050
307,310,Rent-a-Kid (1995),Comedy,245.0,2.76734693877551
308,311,Relative Fear (1994),Horror|Thriller,81.0,2.6604938271604900
309,312,Stuart Saves His Family (1995),Comedy,1325.0,2.620377358490570
310,313,"Swan Princess, The (1994)",Animation|Children,1173.0,3.02387041773231
311,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,4124.0,3.8490543161978700
312,315,"Specialist, The (1994)",Action|Drama|Thriller,11164.0,2.9020512361160900
313,316,Stargate (1994),Action|Adventure|Sci-Fi,31799.0,3.3542249756281600
314,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,16183.0,3.1460792189334500
315,318,"Shawshank Redemption, The (1994)",Crime|Drama,63366.0,4.446990499637030
316,319,Shallow Grave (1994),Comedy|Drama|Thriller,7180.0,3.7844707520891400
317,320,Suture (1993),Film-Noir|Thriller,319.0,3.249216300940440
318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,922.0,3.761930585683300
319,322,Swimming with Sharks (1995),Comedy|Drama,2986.0,3.6972538513061000
320,324,"Sum of Us, The (1994)",Comedy|Drama,469.0,3.6865671641791000
321,325,National Lampoon's Senior Trip (1995),Comedy,1036.0,2.6462355212355200
322,326,To Live (Huozhe) (1994),Drama,1333.0,4.081020255063770
323,327,Tank Girl (1995),Action|Comedy|Sci-Fi,7159.0,2.8063276993993600
324,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,2427.0,3.15306963329213
325,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,26404.0,3.3296280866535400
326,330,Tales from the Hood (1995),Action|Crime|Horror,1536.0,2.8082682291666700
327,331,Tom & Viv (1994),Drama,559.0,3.2853309481216500
328,332,Village of the Damned (1995),Horror|Sci-Fi,2085.0,2.7609112709832100
329,333,Tommy Boy (1995),Comedy,10962.0,3.3484765553731100
330,334,Vanya on 42nd Street (1994),Drama,1638.0,3.8192918192918200
331,335,Underneath (1995),Mystery|Thriller,397.0,3.2632241813602000
332,336,"Walking Dead, The (1995)",Drama|War,295.0,2.8508474576271200
333,337,What's Eating Gilbert Grape (1993),Drama,17881.0,3.75583021083832
334,338,Virtuosity (1995),Action|Sci-Fi|Thriller,4652.0,2.994733447979360
335,339,While You Were Sleeping (1995),Comedy|Romance,23214.0,3.500344619626090
336,340,"War, The (1994)",Adventure|Drama|War,1467.0,3.3752556237218800
337,341,Double Happiness (1994),Drama,400.0,3.59375
338,342,Muriel's Wedding (1994),Comedy,11690.0,3.5099657827202700
339,343,"Baby-Sitters Club, The (1995)",Children,934.0,2.6461456102783700
340,344,Ace Ventura: Pet Detective (1994),Comedy,38226.0,2.9823418615601900
341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,10312.0,3.6495830100853400
342,346,Backbeat (1993),Drama|Musical,1129.0,3.429140832595220
343,347,Bitter Moon (1992),Drama|Film-Noir|Romance,1542.0,3.4121271076524000
344,348,Bullets Over Broadway (1994),Comedy,8038.0,3.700734013436180
345,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,29571.0,3.6603090866051200
346,350,"Client, The (1994)",Drama|Mystery|Thriller,15833.0,3.4674098402071600
347,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3667.0,3.304745023179710
348,352,Crooklyn (1994),Comedy|Drama,1343.0,3.2598659717051400
349,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,16524.0,3.513586298717020
350,354,Cobb (1994),Drama,1237.0,3.1576394502829400
351,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,9939.0,2.433494315323470
352,356,Forrest Gump (1994),Comedy|Drama|Romance|War,66172.0,4.029000181345580
